"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_name","celltype"
6.66213116197987e-22,0.914333927346364,0.152,0.017,1.3843242341478e-17,2,"ENSMUSG00000061928","Dsg1b","TC I"
2.17814332329921e-28,0.919995826000299,0.798,0.714,4.52596401148342e-24,2,"ENSMUSG00000030774","Pak1","TC I"
2.00379513160288e-19,0.926179205939421,0.554,0.304,4.16368590395762e-15,2,"ENSMUSG00000090386","Mir99ahg","TC I"
5.26452687154951e-25,0.926549855828729,0.827,0.703,1.09391603863927e-20,2,"ENSMUSG00000071757","Zhx2","TC I"
4.76653515985958e-32,0.933124186894762,0.656,0.428,9.90438340867222e-28,2,"ENSMUSG00000020111","Micu1","TC I"
3.23426016735005e-16,0.938015246130444,0.344,0.168,6.72046920173668e-12,2,"ENSMUSG00000032656","March3","TC I"
4.31905723098547e-50,0.947595592210675,0.276,0.018,8.9745690202647e-46,2,"ENSMUSG00000027239","Mdk","TC I"
2.46059280958396e-21,0.951403548583288,0.36,0.139,5.1128657990345e-17,2,"ENSMUSG00000057378","Ryr3","TC I"
6.71847159786209e-24,0.962309605918162,0.467,0.225,1.39603121331976e-19,2,"ENSMUSG00000028613","Lrp8","TC I"
3.20700431542934e-26,0.967737760085566,0.178,0.018,6.66383426703062e-22,2,"ENSMUSG00000063727","Tnfrsf11b","TC I"
1.30937597956345e-28,0.968785303045869,0.381,0.114,2.72075234793488e-24,2,"ENSMUSG00000020334","Slc22a4","TC I"
4.45975279751039e-44,0.973431231701575,0.205,0.004,9.26692033794685e-40,2,"ENSMUSG00000041565","L3mbtl4","TC I"
5.62737869967127e-25,0.975417427469655,0.433,0.22,1.16931302000469e-20,2,"ENSMUSG00000029291","Rufy3","TC I"
3.5821905792977e-41,0.977336803301165,0.63,0.323,7.4434338047227e-37,2,"ENSMUSG00000023367","Tmem176a","TC I"
9.00741336424414e-23,0.977713963824695,0.493,0.256,1.87165042295629e-18,2,"ENSMUSG00000026070","Il18r1","TC I"
1.77255762466539e-29,0.987929057489688,0.577,0.311,3.6831974882922e-25,2,"ENSMUSG00000033444","Specc1l","TC I"
3.09418742395681e-24,0.991168482827841,0.312,0.091,6.42941204823986e-20,2,"ENSMUSG00000049001","Ndnf","TC I"
1.16122670243637e-39,1.00290396776787,0.58,0.311,2.41291296499253e-35,2,"ENSMUSG00000029810","Tmem176b","TC I"
2.60549677686737e-40,1.04357470404099,0.693,0.364,5.41396175265271e-36,2,"ENSMUSG00000032624","Eml4","TC I"
5.04040168053935e-28,1.04428154602859,0.493,0.224,1.04734506519927e-23,2,"ENSMUSG00000052949","Rnf157","TC I"
7.74696698391793e-38,1.05041710975469,0.457,0.144,1.60974226958831e-33,2,"ENSMUSG00000059336","Slc14a1","TC I"
1.71915996865065e-41,1.05456193966464,0.331,0.053,3.57224249885919e-37,2,"ENSMUSG00000015340","Cybb","TC I"
7.79157636397329e-39,1.05894231285867,0.554,0.246,1.61901165267001e-34,2,"ENSMUSG00000009647","Mcu","TC I"
4.67454093747089e-27,1.06717106075746,0.344,0.139,9.71322861397077e-23,2,"ENSMUSG00000040570","Rundc3b","TC I"
2.43640335501797e-36,1.06836796107749,0.669,0.358,5.06260253139183e-32,2,"ENSMUSG00000032202","Rab27a","TC I"
8.84652012138607e-24,1.0724600131198,0.588,0.318,1.83821841602281e-19,2,"ENSMUSG00000044162","Tnip3","TC I"
1.19717217235193e-27,1.07510662374733,0.507,0.389,2.48760405693007e-23,2,"ENSMUSG00000034855","Cxcl10","TC I"
1.39302501755739e-38,1.07731258594939,0.761,0.562,2.8945666839825e-34,2,"ENSMUSG00000026786","Apbb1ip","TC I"
5.23128736113571e-24,1.08230485753027,0.27,0.07,1.08700920077039e-19,2,"ENSMUSG00000048915","Efna5","TC I"
6.75889298079886e-31,1.08518954485467,0.559,0.315,1.4044303724802e-26,2,"ENSMUSG00000025025","Mxi1","TC I"
6.8815779550509e-60,1.09538419555883,0.898,0.759,1.42992308328003e-55,2,"ENSMUSG00000024515","Smad4","TC I"
1.15524100318371e-13,1.0970933257076,0.31,0.155,2.40047528051543e-09,2,"ENSMUSG00000026073","Il1r2","TC I"
5.91349212614956e-28,1.099649676733,0.194,0.025,1.22876452889262e-23,2,"ENSMUSG00000028033","Kcnq5","TC I"
2.19420356092044e-38,1.10580265281813,0.577,0.251,4.55933557923658e-34,2,"ENSMUSG00000028413","B4galt1","TC I"
1.22088831927632e-45,1.11083091631953,0.772,0.404,2.53688383862427e-41,2,"ENSMUSG00000052889","Prkcb","TC I"
5.21945273479482e-36,1.11213934673449,0.682,0.455,1.08455008376302e-31,2,"ENSMUSG00000013275","Slc41a1","TC I"
3.34028143831669e-16,1.11572569702076,0.349,0.155,6.94077080067825e-12,2,"ENSMUSG00000061259","Tmprss11d","TC I"
1.90203172414385e-33,1.12054905268821,0.643,0.321,3.9522317195985e-29,2,"ENSMUSG00000025885","Myo5b","TC I"
6.40719743359591e-29,1.12319301059762,0.612,0.364,1.3313515547269e-24,2,"ENSMUSG00000026872","Zeb2","TC I"
9.31889746114762e-22,1.12694312973051,0.294,0.136,1.93637370345186e-17,2,"ENSMUSG00000046709","Mapk10","TC I"
8.91759267331008e-18,1.12978879241323,0.394,0.191,1.8529865815871e-13,2,"ENSMUSG00000002565","Scin","TC I"
2.95456518107245e-23,1.13297593531945,0.43,0.175,6.13929098975045e-19,2,"ENSMUSG00000037492","Zmat4","TC I"
4.59839543927353e-39,1.15051654087819,0.283,0.033,9.55500588326648e-35,2,"ENSMUSG00000062393","Dgkk","TC I"
1.2148068035854e-33,1.1600397960454,0.352,0.086,2.5242470571701e-29,2,"ENSMUSG00000035873","Pawr","TC I"
3.4533673349516e-24,1.16793187782062,0.551,0.281,7.17575198529593e-20,2,"ENSMUSG00000028970","Abcb1b","TC I"
1.65972145288018e-59,1.17273843840277,0.892,0.603,3.44873520693972e-55,2,"ENSMUSG00000035778","Ggta1","TC I"
2.58008172927372e-63,1.17362863341468,0.858,0.544,5.36115182525786e-59,2,"ENSMUSG00000020577","Tspan13","TC I"
4.34707233484956e-62,1.17789443537345,0.974,0.933,9.0327816045839e-58,2,"ENSMUSG00000028163","Nfkb1","TC I"
1.9744521647322e-41,1.17805250171525,0.69,0.414,4.10271415309704e-37,2,"ENSMUSG00000042700","Sipa1l1","TC I"
3.00025482896901e-33,1.1801889216538,0.37,0.259,6.23422950911471e-29,2,"ENSMUSG00000045083","Lingo2","TC I"
1.90197697639636e-76,1.18882108560808,0.979,0.845,3.952117959254e-72,2,"ENSMUSG00000038518","Jarid2","TC I"
2.7513562970976e-46,1.19738572514211,0.252,0.016,5.7170432497391e-42,2,"ENSMUSG00000050783","Htr1f","TC I"
9.18345232710641e-32,1.20560682730111,0.365,0.096,1.90822955904944e-27,2,"ENSMUSG00000075254","Heg1","TC I"
7.65325852140595e-53,1.20632509920865,0.651,0.345,1.59027058816294e-48,2,"ENSMUSG00000016664","Pacsin2","TC I"
3.96379274136982e-43,1.20645652930247,0.449,0.135,8.23636493729235e-39,2,"ENSMUSG00000024778","Fas","TC I"
8.50063851048677e-44,1.21062631306783,0.467,0.122,1.76634767609405e-39,2,"ENSMUSG00000053886","Sh2d4a","TC I"
5.71984708252479e-52,1.22543604490281,0.774,0.449,1.18852702527783e-47,2,"ENSMUSG00000033502","Cdc14a","TC I"
2.1034006216692e-53,1.2271044445497,0.835,0.515,4.37065615176642e-49,2,"ENSMUSG00000096768","Gm47283","TC I"
6.42802932297842e-78,1.23313750810613,0.837,0.479,1.33568021302169e-73,2,"ENSMUSG00000023150","Ivns1abp","TC I"
1.7671233560739e-50,1.24091390950102,0.575,0.218,3.67190562158595e-46,2,"ENSMUSG00000001768","Rin2","TC I"
3.36964184218895e-39,1.25291578336016,0.383,0.119,7.00177878388441e-35,2,"ENSMUSG00000028677","Rnf220","TC I"
3.24243280925199e-20,1.2765659479645,0.331,0.12,6.73745113434471e-16,2,"ENSMUSG00000097804","Gm16685","TC I"
8.70464966772135e-23,1.28519203849681,0.42,0.244,1.80873915445582e-18,2,"ENSMUSG00000023927","Satb1","TC I"
7.82143163220513e-49,1.29219066182134,0.444,0.134,1.6252152788559e-44,2,"ENSMUSG00000027508","Pag1","TC I"
4.32812082967432e-27,1.29322234193975,0.675,0.557,8.99340227198028e-23,2,"ENSMUSG00000020715","Ern1","TC I"
1.6339182679566e-53,1.29926967281176,0.312,0.032,3.39511876898702e-49,2,"ENSMUSG00000054934","Kcnmb4","TC I"
1.34432681749651e-55,1.30135123890554,0.659,0.331,2.793376694076e-51,2,"ENSMUSG00000021065","Fut8","TC I"
1.03684259566987e-47,1.30254492641663,0.585,0.226,2.15445522954242e-43,2,"ENSMUSG00000019947","Arid5b","TC I"
1.7113238917967e-61,1.31740532677658,0.827,0.53,3.55595991476437e-57,2,"ENSMUSG00000021457","Syk","TC I"
2.27669767557401e-51,1.32203086999353,0.816,0.581,4.73075010007524e-47,2,"ENSMUSG00000026670","Uap1","TC I"
3.84155613906445e-48,1.32835959931269,0.701,0.39,7.98236950136202e-44,2,"ENSMUSG00000034738","Nostrin","TC I"
2.73918218679686e-42,1.33711232741366,0.496,0.202,5.6917466659452e-38,2,"ENSMUSG00000051747","Ttn","TC I"
4.31807603122808e-77,1.34103271986261,0.832,0.499,8.97253018528884e-73,2,"ENSMUSG00000034480","Diaph2","TC I"
2.6300609451915e-29,1.37668482129462,0.325,0.083,5.46500363801342e-25,2,"ENSMUSG00000028017","Egf","TC I"
1.00367629189991e-56,1.37685043777334,0.648,0.27,2.08553896693883e-52,2,"ENSMUSG00000021423","Ly86","TC I"
1.55120757584259e-26,1.40716220862517,0.262,0.108,3.22325422184332e-22,2,"ENSMUSG00000041272","Tox","TC I"
1.27615592263312e-66,1.45415678287326,0.882,0.618,2.65172439163935e-62,2,"ENSMUSG00000038679","Trps1","TC I"
8.6821036452735e-70,1.45684994918697,0.672,0.216,1.80405431645138e-65,2,"ENSMUSG00000036006","Ripor2","TC I"
2.74734568543519e-60,1.46443434026756,0.391,0.043,5.70870959976579e-56,2,"ENSMUSG00000047712","Ust","TC I"
2.25066048370811e-43,1.47171551626999,0.756,0.511,4.67664741909708e-39,2,"ENSMUSG00000071369","Map3k5","TC I"
1.07250420224148e-52,1.48173897491681,0.803,0.441,2.22855648183758e-48,2,"ENSMUSG00000034780","B3galt1","TC I"
9.60369500157632e-70,1.49558472751249,0.785,0.324,1.99555178437754e-65,2,"ENSMUSG00000001986","Gria3","TC I"
1.43900803581368e-59,1.52100179857541,0.64,0.229,2.99011479761725e-55,2,"ENSMUSG00000001300","Efnb2","TC I"
6.09871131908001e-69,1.52854483367797,0.496,0.085,1.26725122499164e-64,2,"ENSMUSG00000027219","Slc28a2","TC I"
1.02776064181643e-43,1.53611279798311,0.677,0.401,2.13558383763035e-39,2,"ENSMUSG00000039116","Adgrg6","TC I"
3.56376396724221e-38,1.55294657336001,0.446,0.129,7.40514514753259e-34,2,"ENSMUSG00000027520","Zdbf2","TC I"
1.9767862281159e-37,1.55364509125992,0.331,0.063,4.10756410340203e-33,2,"ENSMUSG00000057914","Cacnb2","TC I"
1.94451758302908e-65,1.55476886496342,0.491,0.086,4.04051308577613e-61,2,"ENSMUSG00000051379","Flrt3","TC I"
2.66269086085587e-69,1.55562649232322,0.399,0.039,5.53280533977241e-65,2,"ENSMUSG00000045095","Magi1","TC I"
3.67838369251136e-60,1.57513894846414,0.774,0.383,7.64331347466935e-56,2,"ENSMUSG00000025969","Nrp2","TC I"
6.58974460580243e-59,1.57747254394478,0.451,0.074,1.36928303163969e-54,2,"ENSMUSG00000052013","Btla","TC I"
4.49649443846472e-41,1.59367621260212,0.218,0.014,9.34326579368584e-37,2,"ENSMUSG00000102802","Mgam2-ps","TC I"
3.27216563835353e-59,1.59813619047064,0.407,0.049,6.79923297993481e-55,2,"ENSMUSG00000036103","Colec12","TC I"
8.02518166320318e-74,1.60206060347868,0.735,0.282,1.66755249779699e-69,2,"ENSMUSG00000019843","Fyn","TC I"
8.35796853640609e-85,1.60249116976718,0.58,0.104,1.73670228217982e-80,2,"ENSMUSG00000024420","Zfp521","TC I"
1.58761314500095e-39,1.64815584654483,0.504,0.181,3.29890135399748e-35,2,"ENSMUSG00000024304","Cdh2","TC I"
3.98430654455651e-77,1.6789730034972,0.362,0.014,8.27899056893398e-73,2,"ENSMUSG00000073530","Pappa2","TC I"
3.74097253915168e-74,1.70632142533917,0.549,0.143,7.77336683910327e-70,2,"ENSMUSG00000040270","Bach2","TC I"
3.74330674433915e-99,1.70755970517635,0.95,0.478,7.77821708406233e-95,2,"ENSMUSG00000042331","Specc1","TC I"
2.10186312200129e-54,1.74414073066907,0.415,0.131,4.36746138120648e-50,2,"ENSMUSG00000004347","Pde1c","TC I"
1.78245149532104e-100,1.77386541403179,0.528,0.041,3.70375596212759e-96,2,"ENSMUSG00000060131","Atp8b4","TC I"
9.85755495921857e-92,1.8003418715559,0.559,0.072,2.04830134497603e-87,2,"ENSMUSG00000034324","Tmem132c","TC I"
1.564817222597e-62,1.80164043534436,0.57,0.207,3.25153370683432e-58,2,"ENSMUSG00000027784","Ppm1l","TC I"
4.91499101392271e-67,1.80693639274541,0.299,0.006,1.021285982783e-62,2,"ENSMUSG00000039542","Ncam1","TC I"
1.10007294495932e-113,1.8105195714363,0.885,0.526,2.28584157233097e-109,2,"ENSMUSG00000058317","Ube2e2","TC I"
4.27538571267536e-61,1.82170446425835,0.365,0.034,8.88382397236814e-57,2,"ENSMUSG00000057098","Ebf1","TC I"
1.90754007662559e-70,1.8512419329107,0.472,0.074,3.9636775252203e-66,2,"ENSMUSG00000022629","Kif21a","TC I"
8.29741787546485e-91,1.89618507015392,0.583,0.145,1.72412046034284e-86,2,"ENSMUSG00000055022","Cntn1","TC I"
1.90785161128864e-85,1.89956238657131,0.793,0.433,3.96432486309667e-81,2,"ENSMUSG00000032076","Cadm1","TC I"
3.019689514666e-129,1.91362265681405,0.953,0.718,6.27461284252447e-125,2,"ENSMUSG00000054640","Slc8a1","TC I"
2.86012016802285e-92,1.92094491212094,0.764,0.269,5.94304369713468e-88,2,"ENSMUSG00000049744","Arhgap15","TC I"
1.51311443424916e-67,1.92918616121282,0.648,0.205,3.14410048292632e-63,2,"ENSMUSG00000005583","Mef2c","TC I"
4.89827339256537e-83,1.92928732877932,0.433,0.029,1.01781222824116e-78,2,"ENSMUSG00000022367","Has2","TC I"
3.09164214354573e-64,1.93856861045022,0.428,0.06,6.42412321007367e-60,2,"ENSMUSG00000026610","Esrrg","TC I"
1.70008260466955e-66,2.03603417127556,0.57,0.13,3.53260164424285e-62,2,"ENSMUSG00000022510","Trp63","TC I"
1.10537879792795e-36,2.0444034622075,0.349,0.077,2.29686660421449e-32,2,"ENSMUSG00000064115","Cadm2","TC I"
1.43199850212012e-82,2.06743486767351,0.47,0.055,2.9755496875554e-78,2,"ENSMUSG00000029673","Auts2","TC I"
1.46069596389178e-101,2.06775661024161,0.787,0.288,3.03518014337072e-97,2,"ENSMUSG00000052062","Pard3b","TC I"
5.28292451663323e-84,2.08674807445099,0.73,0.446,1.09773888531122e-79,2,"ENSMUSG00000036019","Tmtc2","TC I"
9.88156879219555e-42,2.18814173582001,0.457,0.133,2.05329117933031e-37,2,"ENSMUSG00000024109","Nrxn1","TC I"
2.2932166763752e-101,2.22952714898408,0.756,0.219,4.76507493184003e-97,2,"ENSMUSG00000022901","Cd86","TC I"
5.50884989093651e-125,2.35392915460399,0.921,0.466,1.1446839188377e-120,2,"ENSMUSG00000020120","Plek","TC I"
1.56771862717778e-172,2.57751963084221,0.906,0.179,3.2575625354127e-168,2,"ENSMUSG00000075122","Cd80","TC I"
2.84237642720934e-97,2.62548306326207,0.709,0.23,5.90617397809829e-93,2,"ENSMUSG00000060579","Fhit","TC I"
1.20613337700846e-42,2.64458154930062,0.236,0.017,2.50622454408587e-38,2,"ENSMUSG00000060924","Csmd1","TC I"
6.66787614812912e-131,2.68028932076061,0.554,0.017,1.38551798481975e-126,2,"ENSMUSG00000039683","Sdk1","TC I"
1.79898345465866e-131,2.68351486908398,0.853,0.37,3.73810772043523e-127,2,"ENSMUSG00000036815","Dpp10","TC I"
1.07549370640572e-157,2.78503793806596,0.685,0.048,2.23476837254045e-153,2,"ENSMUSG00000026576","Atp1b1","TC I"
5.3150040440932e-98,3.07310060043805,0.551,0.072,1.10440469032213e-93,2,"ENSMUSG00000035864","Syt1","TC I"
8.83563547842234e-122,4.66194884380988,0.614,0.099,1.83595669606138e-117,2,"ENSMUSG00000062991","Nrg1","TC I"
1.19259580267559e-28,0.833544563559431,0.803,0.521,2.47809481837961e-24,3,"ENSMUSG00000044447","Dock5","TC II"
8.30807795331587e-19,0.842321610649834,0.27,0.077,1.72633551791951e-14,3,"ENSMUSG00000001444","Tbx21","TC II"
1.08158597501005e-24,0.845681309781108,0.49,0.225,2.24742749747338e-20,3,"ENSMUSG00000058013","Sept11","TC II"
3.42055147366038e-32,0.853647208143155,0.812,0.534,7.10756390711891e-28,3,"ENSMUSG00000060477","Irak2","TC II"
4.22832107545852e-19,0.858958656004093,0.272,0.085,8.78602836269526e-15,3,"ENSMUSG00000020627","Klhl29","TC II"
3.88004564335773e-23,0.862623309961287,0.69,0.45,8.06234684233303e-19,3,"ENSMUSG00000069833","Ahnak","TC II"
3.83811899313802e-29,0.867110303469255,0.614,0.298,7.9752274558415e-25,3,"ENSMUSG00000037685","Atp8a1","TC II"
7.90520729798532e-21,0.870562116343789,0.548,0.285,1.64262302444837e-16,3,"ENSMUSG00000037847","Nmrk1","TC II"
4.11963050927184e-46,0.874373330328369,0.983,0.839,8.56018023521596e-42,3,"ENSMUSG00000019726","Lyst","TC II"
1.62356453043943e-24,0.877333807283944,0.406,0.143,3.37360473780009e-20,3,"ENSMUSG00000021559","Dapk1","TC II"
2.95736400166389e-25,0.883485766781157,0.574,0.298,6.14510665905741e-21,3,"ENSMUSG00000017631","Abr","TC II"
2.63638395142171e-32,0.883518567999241,0.513,0.182,5.47814221265917e-28,3,"ENSMUSG00000029797","Sspo","TC II"
6.61649542725984e-29,0.887341510462704,0.4,0.115,1.37484158483032e-24,3,"ENSMUSG00000029093","Sorcs2","TC II"
9.35624753384564e-43,0.887394609832078,0.487,0.125,1.94413467505778e-38,3,"ENSMUSG00000005142","Man2b1","TC II"
1.31755139234101e-39,0.895155127475769,0.786,0.431,2.73774003814538e-35,3,"ENSMUSG00000028760","Eif4g3","TC II"
3.70303714593611e-32,0.895885314420303,0.783,0.552,7.69454088554065e-28,3,"ENSMUSG00000021948","Prkcd","TC II"
5.74393288766186e-17,0.897102076092696,0.171,0.035,1.19353181472726e-12,3,"ENSMUSG00000086877","A230072C01Rik","TC II"
1.25068387938226e-27,0.902276744485653,0.69,0.378,2.59879603296839e-23,3,"ENSMUSG00000027506","Tpd52","TC II"
8.89569670692266e-42,0.903112660494339,0.922,0.728,1.84843681873146e-37,3,"ENSMUSG00000051335","Gfod1","TC II"
1.78715290854064e-25,0.903331165319293,0.62,0.348,3.7135250286566e-21,3,"ENSMUSG00000019256","Ahr","TC II"
4.82122335330086e-59,0.90436828751501,0.313,0.013,1.00180200058239e-54,3,"ENSMUSG00000086706","Gm15848","TC II"
7.4945914316858e-35,0.910787223704626,0.826,0.593,1.55730115358999e-30,3,"ENSMUSG00000023034","Nr4a1","TC II"
6.77680266827799e-44,0.911768357009885,0.942,0.769,1.40815182644148e-39,3,"ENSMUSG00000023169","Slc38a1","TC II"
1.51115491688048e-58,0.915422803496231,0.359,0.028,3.14002880178594e-54,3,"ENSMUSG00000047586","Nccrp1","TC II"
6.40058254829341e-35,0.915438426261991,0.443,0.125,1.32997704770989e-30,3,"ENSMUSG00000055994","Nod2","TC II"
3.77131799149456e-24,0.915658081512691,0.386,0.126,7.83642165452655e-20,3,"ENSMUSG00000052942","Glis3","TC II"
5.01063670699549e-34,0.920039968171475,0.307,0.052,1.04116020134659e-29,3,"ENSMUSG00000038147","Cd84","TC II"
2.63637126918151e-37,0.920703644627102,0.861,0.633,5.47811586023226e-33,3,"ENSMUSG00000064043","Trerf1","TC II"
1.17405675856561e-45,0.92413455858761,0.206,0.002,2.43957253862348e-41,3,"ENSMUSG00000046634","Pkd1l1","TC II"
2.52288112150866e-22,0.925983667687713,0.493,0.226,5.24229468238284e-18,3,"ENSMUSG00000026558","Uck2","TC II"
1.46036617867824e-32,0.928606496769782,0.655,0.308,3.03449488267552e-28,3,"ENSMUSG00000001918","Slc1a5","TC II"
3.51697846932502e-30,0.933871851456481,0.49,0.181,7.30792956141047e-26,3,"ENSMUSG00000027799","Nbea","TC II"
1.89391158215967e-27,0.935846845255417,0.707,0.395,3.93535887656957e-23,3,"ENSMUSG00000004637","Wwox","TC II"
1.15180006351048e-30,0.936699468196499,0.212,0.02,2.39332535196843e-26,3,"ENSMUSG00000052572","Dlg2","TC II"
1.87929140525717e-43,0.93996596749389,0.568,0.191,3.90497961098387e-39,3,"ENSMUSG00000026126","Ptpn18","TC II"
4.85542471832879e-53,0.978624195529543,0.959,0.766,1.00890870222154e-48,3,"ENSMUSG00000026116","Tmem131","TC II"
1.44646978849185e-43,0.986199451327619,0.841,0.575,3.00561957350722e-39,3,"ENSMUSG00000029135","Fosl2","TC II"
1.52394030384072e-53,0.988632271557215,0.91,0.583,3.16659555735062e-49,3,"ENSMUSG00000046805","Mpeg1","TC II"
8.45321532800595e-33,0.993780878341175,0.612,0.289,1.75649361300636e-28,3,"ENSMUSG00000024737","Slc15a3","TC II"
1.37873232776704e-22,0.997617353429945,0.646,0.398,2.86486790386713e-18,3,"ENSMUSG00000021690","Jmy","TC II"
2.00040837320679e-32,0.997866971905867,0.852,0.701,4.15664855868639e-28,3,"ENSMUSG00000022139","Mbnl2","TC II"
3.04086035549178e-50,0.998265621336274,0.919,0.661,6.31860373267636e-46,3,"ENSMUSG00000056124","B4galt6","TC II"
8.37447731829681e-25,1.00114269516148,0.562,0.271,1.74013264196889e-20,3,"ENSMUSG00000035818","Plekhs1","TC II"
8.27188724737581e-35,1.0114075858816,0.609,0.262,1.71881545113222e-30,3,"ENSMUSG00000026701","Prdx6","TC II"
6.47310788646927e-38,1.01292016449249,0.913,0.659,1.34504708772945e-33,3,"ENSMUSG00000042507","Elmsan1","TC II"
8.35111197908466e-20,1.01874997045115,0.397,0.192,1.735277558134e-15,3,"ENSMUSG00000067610","Klri1","TC II"
1.61624977965895e-61,1.01971881282079,0.986,0.819,3.35840541715334e-57,3,"ENSMUSG00000004698","Hdac9","TC II"
2.56031190189173e-27,1.0221932976073,0.455,0.173,5.32007210094083e-23,3,"ENSMUSG00000028327","Stra6l","TC II"
1.10773052510654e-55,1.02313799823513,0.951,0.72,2.30175325811887e-51,3,"ENSMUSG00000005672","Kit","TC II"
2.28048459950811e-46,1.03314043818411,0.872,0.543,4.7386189493179e-42,3,"ENSMUSG00000030102","Itpr1","TC II"
1.01443586372854e-34,1.0344838233386,0.713,0.435,2.10789628124154e-30,3,"ENSMUSG00000034640","Tiparp","TC II"
5.39225299370722e-57,1.03785885485457,0.452,0.072,1.12045624956242e-52,3,"ENSMUSG00000044505","Lingo4","TC II"
1.83426759577754e-43,1.04040816403718,0.803,0.494,3.81142463726616e-39,3,"ENSMUSG00000032012","Nectin1","TC II"
4.96442510736837e-37,1.04759564518431,0.438,0.11,1.03155789306007e-32,3,"ENSMUSG00000070407","Hs3st3b1","TC II"
3.7690421647161e-33,1.04901002855876,0.446,0.132,7.83169271406359e-29,3,"ENSMUSG00000025017","Pik3ap1","TC II"
1.20289906532536e-45,1.04909397217495,0.359,0.048,2.49950396783957e-41,3,"ENSMUSG00000037940","Inpp4b","TC II"
4.55838271911566e-52,1.0527653977077,0.522,0.119,9.47186345205044e-48,3,"ENSMUSG00000018008","Cyth4","TC II"
1.55733231340753e-44,1.05394585393376,0.449,0.102,3.23598081402952e-40,3,"ENSMUSG00000042082","Arsb","TC II"
2.22794346030961e-55,1.05755785716341,0.858,0.503,4.62944371617734e-51,3,"ENSMUSG00000039943","Plcb4","TC II"
1.9759648085029e-41,1.06387110233109,0.586,0.202,4.10585727558817e-37,3,"ENSMUSG00000029254","Stap1","TC II"
9.81185294403806e-56,1.06560837201096,0.878,0.585,2.03880492324167e-51,3,"ENSMUSG00000022119","Rbm26","TC II"
3.2522067401556e-34,1.06890833483455,0.655,0.339,6.75776038536931e-30,3,"ENSMUSG00000023951","Vegfa","TC II"
9.55830267098051e-37,1.07479129672912,0.736,0.401,1.98611971200304e-32,3,"ENSMUSG00000037519","Ppfia1","TC II"
2.3453517368537e-44,1.07815566808946,0.693,0.301,4.87340637400831e-40,3,"ENSMUSG00000056069","Otulinl","TC II"
3.10087467319927e-46,1.07830700046276,0.58,0.215,6.44330748344077e-42,3,"ENSMUSG00000022529","Zfp263","TC II"
7.98483953412161e-51,1.09152953515424,0.507,0.134,1.65916980679513e-46,3,"ENSMUSG00000020709","Adap2","TC II"
2.19167357218486e-66,1.09398246381235,1,0.996,4.55407851564292e-62,3,"ENSMUSG00000053641","Dennd4a","TC II"
5.11579479226183e-44,1.10508683032702,0.832,0.509,1.06301099988409e-39,3,"ENSMUSG00000052534","Pbx1","TC II"
9.84615314369268e-52,1.1127865912226,0.504,0.107,2.0459321617279e-47,3,"ENSMUSG00000034684","Sema3f","TC II"
1.06670572458005e-60,1.12132986025318,0.725,0.265,2.21650782510489e-56,3,"ENSMUSG00000052160","Pld4","TC II"
5.84733790287152e-52,1.12614526680361,0.481,0.096,1.21501834283767e-47,3,"ENSMUSG00000038244","Mical2","TC II"
7.43166147845264e-32,1.12631358420475,0.571,0.275,1.54422493860767e-27,3,"ENSMUSG00000042688","Mapk6","TC II"
1.45135911713907e-44,1.132749028391,0.516,0.149,3.01577910950327e-40,3,"ENSMUSG00000099696","2900052N01Rik","TC II"
7.58842757663257e-47,1.13845735095835,0.571,0.173,1.57679936614848e-42,3,"ENSMUSG00000052512","Nav2","TC II"
1.56981218733396e-43,1.14382683143181,0.774,0.431,3.26191274406123e-39,3,"ENSMUSG00000090272","Mndal","TC II"
3.38087412382389e-43,1.14446855650937,0.675,0.305,7.02511834189366e-39,3,"ENSMUSG00000053436","Mapk14","TC II"
1.50015820968053e-78,1.14575638457737,0.983,0.873,3.11717874389518e-74,3,"ENSMUSG00000021998","Lcp1","TC II"
1.25004145215434e-43,1.1489456783302,0.568,0.196,2.59746113343149e-39,3,"ENSMUSG00000027843","Ptpn22","TC II"
7.98659063787011e-49,1.15295874765303,0.936,0.736,1.65953366864303e-44,3,"ENSMUSG00000022905","Kpna1","TC II"
2.07328347657876e-55,1.15861593804493,0.658,0.218,4.30807573598301e-51,3,"ENSMUSG00000025163","Cd7","TC II"
5.8214878123962e-64,1.15882326312682,0.809,0.373,1.20964695253781e-59,3,"ENSMUSG00000027215","Cd82","TC II"
2.03210084890369e-46,1.16108647490057,0.722,0.346,4.22250235393697e-42,3,"ENSMUSG00000035919","Bbs9","TC II"
3.4866334662549e-58,1.16709322490903,0.681,0.234,7.24487567953105e-54,3,"ENSMUSG00000045038","Prkce","TC II"
1.27025144853769e-49,1.16907912557761,0.704,0.287,2.63945548491648e-45,3,"ENSMUSG00000024897","Apba1","TC II"
6.22335494613224e-32,1.18690382411308,0.6,0.274,1.29315092425682e-27,3,"ENSMUSG00000034731","Dgkh","TC II"
1.36257762988322e-49,1.18719874733221,0.913,0.819,2.83130005713435e-45,3,"ENSMUSG00000030203","Dusp16","TC II"
2.73854859040895e-79,1.19145640334973,0.916,0.597,5.69043011601075e-75,3,"ENSMUSG00000023010","Tmbim6","TC II"
8.13506902908909e-69,1.19848048662728,0.478,0.062,1.69038599355442e-64,3,"ENSMUSG00000034917","Tjp3","TC II"
